product_code,order_number,quantity
823462,90432,1
823462,90520,1
823462,90605,1
823462,90677,1
211203,90736,1
835464,90807,1
823462,90855,1
882883,90900,1
823462,90959,1
823462,91016,1
823462,91086,1
823462,91159,1
823462,91236,1
823462,91320,1
823462,91396,1
823462,91486,1
504757,91574,1
823462,91640,1
823462,91682,1
880628,91753,1
823462,91819,1
790200,91871,2
823462,91928,1
751608,91979,2
823462,92047,1
343224,92071,1
823462,92118,1
823462,86561,1
644356,86636,3
211203,86690,1
823462,86741,1
867883,86765,1
823462,86826,1
831439,86855,4
823462,86891,1
525790,86903,2
455722,86948,3
864675,86979,2
222559,86980,1
552855,87036,1
823462,87110,1
823462,87175,1
823462,87229,1
823462,87287,1
823462,87364,1
815955,81616,1
823462,81675,1
886444,81722,1
823462,81775,1
409143,81820,4
823462,81869,1
788087,81899,2
823462,81956,1
455723,82032,4
211203,82088,1
823462,82141,1
512756,82215,1
847231,82286,10
823462,82361,1
823462,82451,1
823462,82519,1
823462,82589,1
489124,82636,3
823462,82699,1
823462,82756,1
120631,82799,1
823462,82839,1
823462,82898,1
823462,82941,1
823462,82980,1
9874541,83053,1
854332,83115,1
823462,83171,1
823462,83203,1
615528,83253,2
847227,83318,3
823462,83393,1
823462,83477,1
823462,83567,1
823462,83643,1
881650,83686,40
883173,83735,1
823462,83765,1
638981,83811,1
883089,83822,1
880292,83891,2
823462,83926,1
802176,84004,2
314842,84047,1
823462,84118,1
823462,84171,1
823462,84219,1
739310,84272,1
356624,84324,2
801643,84334,1
605188,84335,1
823462,84365,1
823462,84437,1
823462,84515,1
460727,84604,2
752558,84665,1
159771,84698,2
552151,84754,1
823462,84802,1
823462,84864,1
505960,84907,5
470647,84952,1
802175,84989,1
823462,85064,1
823462,85120,1
823462,85201,1
823462,85278,1
823462,85363,1
823462,85446,1
854332,85535,1
628889,85619,6
625336,85694,6
819286,85766,1
839248,85807,1
415729,85836,1
820762,85873,1
803762,85925,1
823462,85955,1
823462,86029,1
678308,86098,3
302016,86181,1
769439,86229,1
823462,86296,1
823462,86381,1
823462,86471,1
823462,86553,1
125456,86636,5
536153,86688,1
823462,86738,1
768067,86765,2
813131,86823,6
106768,86855,1
211203,86889,1
106586,86903,2
455723,86948,3
625043,86976,1
805885,86980,1
106846,87036,1
823462,87102,1
824928,87172,1
823462,87226,1
823462,87280,1
823462,87356,1
823462,87445,1
823462,87527,1
823462,87612,1
823462,87685,1
823462,87735,1
822132,87795,3
823462,87852,1
9874997,87893,1
823462,87946,1
823462,88001,1
211203,88062,1
860748,88129,1
823462,88169,1
823462,88236,1
327478,88296,2
823462,88359,1
823462,88450,1
823462,88537,1
211203,88618,1
210247,88678,1
823462,88714,1
823462,88756,1
823462,88825,1
478701,88844,1
108776,88889,1
823462,88919,1
875017,88975,4
691231,89038,1
441872,89075,1
823462,89140,1
769847,89201,1
823462,89233,1
823462,89312,1
823462,89395,1
823462,89469,1
823462,89558,1
822717,89635,1
823462,89695,1
823462,89717,1
211203,89746,1
823462,89800,1
723432,89846,1
549660,89868,1
823462,89929,1
823462,89999,1
823462,90055,1
823462,90144,1
823462,90215,1
823462,90270,1
823462,90338,1
823462,90423,1
377922,90517,2
823462,90596,1
823462,90668,1
823462,90732,1
9512469,90799,2
823462,90847,1
823462,90891,1
870623,90956,1
859462,91012,2
234954,91082,2
746673,91155,1
823462,91228,1
823462,91313,1
823462,91387,1
823462,91477,1
823462,91566,1
823462,91636,1
673000,91674,1
823462,91744,1
823462,91810,1
699746,91871,1
823462,91919,1
823462,91970,1
823462,92038,1
409143,92071,2
823462,92109,1
823462,92182,1
823462,92242,1
823462,92327,1
823462,92416,1
823462,92506,1
823462,92586,1
823462,92657,1
823462,92715,1
823462,92764,1
823462,92820,1
659561,92849,1
823462,92902,1
823462,92978,1
823462,93031,1
823462,93116,1
747366,93199,1
823462,93253,1
823462,93348,1
823462,93437,1
710087,93527,1
823462,93589,1
630930,93633,1
823462,93700,1
823462,93757,1
803691,93822,1
823462,93887,1
131682,93944,1
823462,94009,1
466166,94081,1
823462,94153,1
823462,94238,1
823462,94328,1
823462,94418,1
823462,94496,1
823462,94566,1
211203,94630,1
753059,94664,1
823462,94712,1
823462,94764,1
408571,94819,2
757920,94875,1
823462,94932,1
843208,94984,2
842216,95076,2
823462,95153,1
823462,95221,1
823462,95311,1
823462,95385,1
823462,95471,1
823462,95542,1
823462,95588,1
350147,95631,2
877711,95681,1
710454,95707,1
823462,95745,1
120866,95790,1
852834,95803,2
823462,95860,1
476750,95934,1
887609,95961,1
510220,96032,1
823462,96095,1
823462,96177,1
823462,96256,1
823462,96347,1
823462,96431,1
559518,96510,2
823462,96584,1
594066,96645,1
513815,96691,4
596526,96729,6
823462,96790,1
852869,96854,6
823462,96914,1
823462,96976,1
615187,97049,4
823462,97081,1
823462,97151,1
823462,97226,1
823462,97316,1
878414,97401,1
823462,97486,1
718900,97546,2
823462,97612,1
878413,97671,1
823462,97693,1
823462,97753,1
823462,97809,1
476551,97891,1
554086,97954,5
823462,97999,1
301049,98072,1
9636925,98109,2
823462,98194,1
823462,98284,1
823462,98369,1
823462,98449,1
534427,98523,1
615187,98574,1
211203,98638,1
823462,98677,1
629015,98098,2
829760,98146,1
823462,98231,1
823462,98321,1
823462,98397,1
823462,98481,1
823462,98547,1
823462,98597,1
477335,98650,2
823462,98707,1
823462,98761,1
823462,98825,1
215418,98853,1
211203,98912,1
823462,98985,1
823462,99057,1
823462,99131,1
823462,99212,1
823462,99302,1
823462,75544,1
823462,75614,1
544998,75679,4
618569,75718,2
847012,75774,2
200006,75821,1
725900,75845,8
823462,75899,1
823462,75926,1
839270,75953,6
823462,75997,1
823462,76047,1
107515,76102,2
877334,76172,1
847234,76226,7
823462,76249,1
823462,76316,1
425054,76361,1
211203,76444,1
823462,76527,1
823462,76616,1
823462,76671,1
525794,76717,4
823462,76742,1
855563,76795,1
846424,76835,2
835078,76888,10
823462,76926,1
823462,76959,1
823462,77033,1
823462,77101,1
823462,77146,1
823462,77211,1
828615,77270,2
856294,77277,1
823462,77342,1
823462,77407,1
823462,77481,1
823462,77571,1
868453,77636,1
823462,77700,1
704304,77750,1
753058,77793,1
823462,77839,1
360239,77867,1
814484,77898,2
823462,77933,1
632313,77962,2
823462,77988,1
823462,78036,1
9874541,78088,1
872744,78133,1
823462,78198,1
806634,78279,4
521236,78326,2
823462,78390,1
823462,78480,1
823462,78570,1
211203,78626,1
653158,78694,2
831052,78745,1
878556,78788,1
823462,78843,1
289085,78887,2
852701,78922,1
857004,78958,3
831439,78976,2
874836,78993,1
607976,79035,4
685322,79094,1
803691,79178,1
810893,79225,1
722631,79273,1
823462,79346,1
823462,79429,1
823462,79513,1
823462,79603,1
211203,79677,1
849738,79741,1
746484,79764,1
662345,79780,1
692787,79818,1
686932,79856,1
847216,79909,3
823462,79959,1
823462,80032,1
823462,80067,1
823462,80136,1
823462,80205,1
823462,80282,1
823462,80372,1
762187,80427,1
847217,80467,1
823462,80527,1
823462,80612,1
823462,80693,1
823462,80739,1
211203,80802,1
823462,80860,1
823462,80888,1
466548,80910,2
823462,80928,1
306794,80970,1
886445,81028,3
823462,81068,1
823462,81147,1
823462,81234,1
823462,81304,1
823462,81361,1
877220,81448,1
823462,81533,1
815954,81616,1
823462,81674,1
874878,81721,1
823462,81774,1
313958,81820,1
823462,81868,1
788086,81899,1
823462,81955,1
823462,82026,1
842696,82087,1
823462,82140,1
220400,82215,1
847231,82285,10
823462,82360,1
823462,82450,1
823462,82518,1
823462,82583,1
661227,82635,2
823462,82698,1
823462,82755,1
492039,82799,1
823462,82838,1
823462,82897,1
823462,82940,1
823462,82979,1
825760,83052,3
875335,83115,1
823462,83170,1
823462,83202,1
833663,83253,1
847224,83318,2
823462,83387,1
823462,83476,1
823462,83561,1
823462,83637,1
9883219,83685,1
211203,83734,1
823462,83764,1
554743,83811,1
211203,83822,1
211203,83884,1
823462,83925,1
253813,84002,7
612392,84047,1
823462,84117,1
823462,84170,1
823462,84218,1
441873,84272,2
314144,84324,3
741271,84334,1
760220,84335,1
823462,84364,1
823462,84431,1
823462,84514,1
823462,84598,1
560581,84665,1
159756,84698,4
638813,84754,1
823462,84796,1
823462,84863,1
505960,84901,5
885171,84952,2
823462,84984,1
823462,85058,1
823462,85119,1
823462,85200,1
823462,85271,1
823462,85361,1
823462,85445,1
854332,85533,1
801613,85618,1
823462,85693,1
625336,85766,1
839250,85807,1
109265,85836,1
773176,85873,1
644029,85925,1
161572,85954,1
823462,86028,1
823462,86097,1
737456,86181,12
641396,86229,1
823462,86295,1
823462,86380,1
823462,86470,1
823462,86552,1
823462,86635,1
675344,86688,1
717583,86736,4
823462,86763,1
447565,86823,8
548081,86855,1
885316,86889,1
122552,86903,3
769272,86947,4
750419,86976,1
625043,86980,1
536744,87036,1
823462,87101,1
867824,87170,1
823462,87220,1
823462,87279,1
823462,87355,1
823462,87439,1
823462,87526,1
823462,87611,1
823462,87684,1
823462,87734,1
775109,87795,10
760325,87851,1
878575,87893,1
823462,87945,1
823462,88000,1
823462,88057,1
820266,88129,1
833778,88168,2
823462,88235,1
116256,88296,4
823462,88358,1
823462,88449,1
823462,88536,1
823462,88613,1
823462,88677,1
823462,88713,1
802372,88755,2
823462,88824,1
823462,88838,1
314144,88889,1
886444,88918,3
823462,88969,1
839270,89037,1
466551,89075,1
823462,89139,1
638845,89201,1
878273,89232,1
823462,89311,1
823462,89394,1
823462,89468,1
823462,89552,1
625336,89635,1
823462,89694,1
823462,89716,1
823462,89745,1
823462,89799,1
615187,89846,2
600111,89868,1
823462,89928,1
211203,89998,1
823462,90054,1
823462,90139,1
823462,90214,1
823462,90264,1
831230,90337,1
823462,90422,1
660585,90516,2
823462,90595,1
823462,90667,1
211203,90731,1
823462,90798,1
823462,90846,1
823462,90890,1
870520,90956,1
708169,91012,1
211203,91076,1
823462,91149,1
833974,91227,4
823462,91312,1
823462,91386,1
823462,91476,1
823462,91565,1
885077,91635,1
239202,91674,1
819286,91743,4
823462,91809,1
211203,91871,1
823462,91918,1
823462,91964,1
823462,92037,1
409141,92071,1
211203,92108,1
823462,92176,1
823462,92241,1
823462,92326,1
823462,92415,1
823462,92505,1
823462,92585,1
823462,92656,1
823462,92714,1
823462,92763,1
823462,92819,1
717533,92849,2
823462,92901,1
823462,92977,1
823462,93030,1
823462,93115,1
542626,93199,1
823462,93252,1
823462,93342,1
823462,93436,1
823462,93521,1
473416,93588,1
838743,93633,1
823462,93699,1
823462,93756,1
823462,93816,1
823462,93886,1
657158,93944,1
823462,94008,1
615187,94081,1
823462,94152,1
823462,94237,1
823462,94327,1
823462,94417,1
823462,94495,1
823462,94565,1
880292,94630,1
822841,94664,1
823462,94711,1
823462,94763,1
453219,94819,3
823462,94874,1
823462,94931,1
9835834,94983,1
823462,95039,1
823462,95107,1
823462,95175,1
823462,95265,1
823462,95356,1
823462,95424,1
823462,95503,1
114465,95572,3
418718,95602,1
630564,95651,3
822240,95685,1
797778,95719,1
823462,95768,1
823462,95794,1
823462,95825,1
823462,95894,1
823462,95951,1
823462,96000,1
823462,96054,1
514990,96131,1
823462,96215,1
823462,96300,1
823462,96385,1
823462,96471,1
823462,96549,1
823462,96616,1
823462,96662,1
823462,96695,1
823462,96754,1
501328,96821,5
823462,96888,1
211203,96953,1
823462,97014,1
215418,97050,2
823462,97111,1
823462,97195,1
823462,97270,1
823462,97360,1
856317,97445,1
823462,97507,1
823462,97577,1
661227,97650,1
854987,97671,1
823462,97727,1
823462,97776,1
823462,97849,1
877998,97917,1
823462,97958,1
660457,98032,1
673358,98098,1
823462,98148,1
823462,98233,1
823462,98323,1
823462,98404,1
211203,98488,1
823462,98549,1
859281,98604,3
615187,98650,1
823462,98709,1
823462,98748,1
823462,98803,1
211203,98847,1
823462,98880,1
823462,98947,1
211203,99032,1
823462,99101,1
823462,99175,1
823462,99265,1
823462,99355,1
823462,75581,1
261058,75649,60
822407,75702,5
823462,75745,1
823462,75809,1
868109,75842,3
823462,75870,1
618569,75915,1
801332,75937,1
823462,75985,1
211203,76040,1
823462,76088,1
823462,76141,1
211203,76200,1
823462,76239,1
823462,76294,1
823462,76346,1
823462,76412,1
823462,76490,1
823462,76574,1
823462,76648,1
482029,76717,2
823462,76720,1
226756,76784,1
823462,76819,1
823462,76869,1
847215,76918,4
665406,76948,2
823462,77001,1
823462,77070,1
175959,77114,1
823462,77183,1
823462,77246,1
661227,77277,1
823462,77311,1
468347,77382,1
823462,77446,1
823462,77529,1
308547,77610,1
860869,77671,5
877334,77733,1
823462,77774,1
708169,77816,1
163591,77853,1
646132,77884,2
453453,77904,1
746673,77949,6
823462,77975,1
561671,78010,1
823462,78068,1
741831,78112,1
823462,78169,1
823462,78242,1
823462,78295,1
823462,78353,1
823462,78438,1
823462,78528,1
823462,78584,1
823462,78667,1
847240,78714,10
823462,78769,1
211203,78817,1
854332,78870,1
823462,78913,1
823462,78954,1
709786,78965,2
644029,78987,1
400018,79015,1
823462,79071,1
823462,79141,1
122554,79225,4
773116,79259,3
823462,79318,1
823462,79392,1
823462,79476,1
823462,79566,1
823462,79641,1
854333,79711,1
525296,79752,1
646744,79775,1
750419,79796,1
690519,79842,1
859282,79894,1
823462,79928,1
823462,79995,1
116256,80048,4
823462,80115,1
823462,80174,1
823462,80245,1
823462,80335,1
696606,80390,1
823462,80447,1
823462,80490,1
211203,80580,1
823462,80660,1
823462,80707,1
823462,80782,1
215418,80833,1
719924,80876,1
615187,80899,2
615187,80915,2
823462,80947,1
211203,80996,1
823462,81046,1
608514,81115,2
823462,81195,1
823462,81273,1
823462,81339,1
823462,81414,1
823462,81496,1
823462,81581,1
823462,81646,1
466166,81708,1
503282,81760,2
823462,81800,1
823462,81842,1
718656,81884,2
823462,81932,1
823462,82003,1
823462,82062,1
504765,82117,2
211203,82188,1
823462,82248,1
823462,82333,1
823462,82408,1
823462,82482,1
823462,82546,1
823462,82629,1
722806,82671,2
823462,82732,1
823462,82788,1
211203,82822,1
243415,82872,8
883089,82910,1
312022,82970,1
823462,83016,1
823462,83079,1
544998,83143,1
466548,83191,1
823462,83234,1
823462,83291,1
823462,83350,1
823462,83440,1
823462,83524,1
823462,83608,1
890893,83674,1
823462,83704,1
835480,83759,2
545094,83787,1
354020,83811,1
865115,83858,1
857004,83912,2
885201,83969,1
818060,84032,2
823462,84084,1
823462,84158,1
823462,84182,1
786137,84259,1
823462,84301,1
182205,84334,1
687367,84335,1
881110,84335,2
823462,84411,1
9800770,84483,1
823462,84561,1
823462,84638,1
634504,84685,1
823462,84724,1
842696,84780,1
823462,84829,1
823462,84876,1
878919,84930,1
852869,84976,1
823462,85027,1
823462,85086,1
823462,85166,1
232344,85234,1
823462,85325,1
823462,85409,1
823462,85492,1
823462,85582,1
211203,85666,1
880292,85735,1
119196,85783,1
823462,85824,1
552962,85860,2
211203,85908,1
723790,85950,1
823462,85997,1
823462,86065,1
823462,86145,1
823462,86220,1
823462,86268,1
823462,86343,1
823462,86433,1
823462,86523,1
823462,86600,1
823462,86675,1
823462,86714,1
823462,86751,1
823462,86792,1
818633,86843,5
211203,86866,1
847239,86900,2
464708,86925,1
823462,86970,1
852689,86979,2
823462,87008,1
748435,87069,3
823462,87142,1
718642,87207,1
408571,87246,2
823462,87324,1
249975,87403,2
823462,87490,1
823462,87574,1
823462,87653,1
834058,87707,1
709256,87768,1
742141,87829,2
883118,87881,1
705529,87919,1
718357,87983,1
822229,88026,2
823462,88097,1
418585,88155,1
823462,88206,1
842696,88266,1
823462,88322,1
823462,88412,1
823462,88501,1
823462,88577,1
823462,88654,1
501435,88697,3
464970,88729,1
823462,88798,1
815573,88833,2
823462,88873,1
854760,88901,1
211203,88942,1
823462,89006,1
772291,89061,2
823462,89109,1
823462,89182,1
318262,89217,1
823462,89280,1
600394,98770,1
823462,98827,1
674839,98853,1
823462,98914,1
823462,98987,1
823462,99064,1
823462,99138,1
823462,99214,1
823462,99309,1
712313,75551,1
823462,75621,1
673505,75680,1
660371,75718,1
248692,75775,2
881300,75822,2
455722,75845,4
823462,75901,1
211203,75928,1
673500,75959,5
823462,75999,1
482029,76049,1
790235,76102,1
823462,76174,1
847215,76226,5
823462,76251,1
625336,76318,2
9875208,76361,1
823462,76451,1
823462,76534,1
823462,76618,1
825790,76673,1
544693,76717,2
823462,89364,1
119799,89447,1
823462,89521,1
823462,89605,1
823462,89671,1
782437,89713,2
133896,89728,1
823462,89767,1
722637,89832,1
357817,89868,1
823462,89900,1
823462,89966,1
132588,90038,5
823462,90105,1
823462,90177,1
827109,90260,1
823462,90311,1
823462,90385,1
823462,90475,1
823462,90563,1
809069,90636,1
882176,90706,2
823462,90768,1
384184,90819,1
715209,90875,1
890800,90932,1
823462,90982,1
710088,91052,1
861163,91123,1
120631,91190,1
823462,91275,1
823462,91349,1
823462,91439,1
823462,91529,1
823462,91598,1
823462,91661,1
823462,91713,1
875448,91777,1
786498,91849,2
823462,91880,1
661227,91958,4
823462,92006,1
871585,92064,1
880628,92084,1
823462,92144,1
823462,92223,1
823462,92289,1
823462,92373,1
823462,92463,1
9843915,92553,1
823462,92627,1
823462,92692,1
211203,92748,1
610362,92790,6
815513,92849,1
823462,92869,1
823462,92945,1
823462,93008,1
823462,93078,1
823462,93163,1
823462,93222,1
823462,93305,1
823462,93394,1
823462,93484,1
886443,93568,4
237935,93619,1
612976,93667,1
485412,93734,2
210509,93797,1
691231,93859,1
823462,93920,1
211203,93983,1
823462,94054,1
823462,94121,1
823462,94200,1
823462,94285,1
823462,94375,1
393172,94464,4
164655,94534,2
886447,94603,6
116257,94664,2
823462,94684,1
859256,94746,1
823462,94799,1
823462,94849,1
696729,94906,1
823462,94963,1
823462,95047,1
823462,95115,1
823462,95183,1
823462,95273,1
736742,95364,1
823462,95432,1
823462,95511,1
393623,95572,2
211203,95609,1
823462,95659,1
880605,95685,1
823462,95723,1
704529,95775,2
825355,95802,2
823462,95828,1
823462,95902,1
823462,95959,1
823462,96003,1
9874553,96062,1
823462,96139,1
823462,96218,1
881525,96308,1
823462,96393,1
9868187,96479,1
823462,96552,1
823462,96624,1
823462,96670,1
823462,96698,1
877336,96762,1
762842,96822,2
874911,96895,1
855887,96954,1
823462,97017,1
554042,97050,2
823462,97119,1
823462,97198,1
823462,97278,1
823462,97368,1
823462,76744,1
836023,76795,1
9345539,76842,2
823462,76890,1
451176,76928,2
823462,76961,1
880167,77039,1
823462,77103,1
823462,77148,1
811633,77213,1
869945,77270,1
211203,77279,1
638831,77349,4
823462,77409,1
823462,77483,1
823462,77573,1
211203,77637,1
823462,77702,1
353139,77752,1
608853,77793,3
748582,77846,2
823462,77873,1
874816,77898,2
823462,77935,1
441873,77962,1
823462,77990,1
823462,78038,1
842696,78090,1
823462,78135,1
823462,78200,1
847216,78280,1
401437,78326,1
823462,78392,1
823462,78482,1
823462,78572,1
823462,78628,1
139273,78694,2
9875196,78745,1
814484,78790,2
883121,78849,1
889479,78887,2
775198,78922,1
819627,78958,1
308096,78976,2
811616,78994,1
823462,79037,1
327821,79094,1
823462,79180,1
823477,79225,1
823462,79280,1
823462,79348,1
823462,79436,1
823462,79520,1
823462,79610,1
823462,79679,1
823462,79743,1
869338,79764,1
770373,79780,1
823462,79819,1
867205,79862,1
847224,79909,3
842696,79961,1
823462,80034,1
823462,80074,1
211203,80142,1
823462,80212,1
823462,80289,1
823462,80374,1
443588,80427,1
847230,80467,1
823462,80529,1
823462,80614,1
823462,80695,1
823462,80741,1
772842,80804,1
823462,80862,1
823462,80895,1
466551,80910,2
823462,80935,1
762185,80970,1
696634,81028,2
342866,81075,5
878989,81154,2
823462,81236,1
823462,81311,1
823462,81368,1
823462,81450,1
823462,81540,1
529918,81616,1
823462,81676,1
9871291,81728,1
652758,81776,1
858950,81820,1
823462,81870,1
788083,81899,1
211203,81962,1
651570,82032,1
823462,82089,1
823462,82142,1
871750,82215,1
823462,82287,1
823462,82362,1
823462,82452,1
823462,82525,1
823462,82590,1
762867,82636,1
722636,82700,2
823462,82757,1
402309,82799,1
865237,82840,1
877334,82899,3
823462,82942,1
823462,82981,1
842696,83055,1
874742,83115,1
823462,83172,1
823462,83204,1
427889,83253,1
847230,83318,2
823462,83394,1
823462,83478,1
823462,83568,1
823462,83644,1
852701,83686,10
9820163,83736,1
514333,83767,10
775201,83811,1
9433057,83822,1
823462,83892,1
823462,83927,1
773171,84005,1
823462,84048,1
825790,84124,1
823462,84172,1
823462,84220,1
606280,84272,1
116257,84324,1
882137,84334,1
605189,84335,1
823462,84366,1
823462,84438,1
823462,84521,1
101811,84604,1
776558,84665,1
159750,84698,8
680873,84754,1
823462,84803,1
428850,84865,5
823462,84908,1
443589,84952,1
823462,84993,1
823462,85065,1
823462,85126,1
842696,85207,1
823462,85279,1
211203,85368,1
872125,85452,4
823462,85536,1
823462,85620,1
211203,85700,1
660931,85766,1
839253,85807,1
488592,85836,3
835029,85874,4
882177,85930,1
823462,85956,1
823462,86030,1
823462,86104,1
795626,86181,1
857004,86229,1
823462,86297,1
823462,86387,1
823462,86477,1
823462,86554,1
231093,86636,1
699789,86689,1
823462,86739,1
767128,86765,1
211203,86824,1
106769,86855,1
885317,86889,1
345986,86903,3
722634,86948,5
805885,86976,1
687249,86980,2
801433,87036,1
823462,87108,1
211203,87173,1
823462,87227,1
823462,87281,1
823462,87357,1
823462,87446,1
823462,87533,1
875864,87618,1
823462,87686,1
211203,87741,1
608859,87795,2
823462,87853,1
615187,87893,2
823462,87947,1
823462,88002,1
497166,88063,1
9871462,88130,1
823462,88170,1
847237,88242,10
327480,88296,2
823462,88365,1
823462,88456,1
823462,88538,1
823462,88620,1
100103,88678,1
823462,88715,1
823462,88757,1
823462,88826,1
211203,88844,1
239401,88889,1
823462,88920,1
646172,88975,2
873756,89038,1
778289,89076,1
823462,89141,1
382258,89201,2
823462,89234,1
823462,89318,1
823462,89396,1
823462,89475,1
823462,89559,1
880082,89635,2
823462,89696,1
823462,89718,1
172329,89752,1
823462,89801,1
823462,89847,1
408869,89868,3
145645,89935,1
823462,90000,1
790383,90058,1
880292,90146,1
823462,90216,1
823462,90271,1
823462,90339,1
823462,90429,1
660585,90517,2
211203,90602,1
823462,90669,1
823462,90733,1
211203,90803,1
704921,90853,2
823462,90892,1
870654,90956,1
823462,91013,1
877655,91083,1
823462,91156,1
883109,91234,1
838665,91319,2
823462,91388,1
823462,91478,1
823462,91567,1
823462,91637,1
816735,91674,1
823462,91745,1
823462,91811,1
699966,91871,1
704920,91925,1
823462,91971,1
9843915,92044,1
525794,92071,1
823462,92110,1
660457,92183,1
823462,92243,1
823462,92333,1
823462,92417,1
823462,92507,1
823462,92587,1
823462,92658,1
823462,92716,1
823462,92765,1
823462,92821,1
686932,92849,1
661305,92908,3
453938,92984,1
823462,93032,1
823462,93117,1
747367,93199,1
823462,93259,1
823462,93349,1
823462,93438,1
843496,93527,1
823462,93590,1
823462,93635,1
823462,93701,1
823462,93758,1
880292,93823,1
823462,93888,1
782263,93944,1
823462,94010,1
550412,94081,1
823462,94154,1
823462,94239,1
823462,94329,1
823462,94419,1
778885,94497,2
823462,94567,1
823462,94631,1
825165,94664,1
823462,94713,1
823462,94765,1
453219,94820,3
806634,94875,1
823462,94933,1
823462,94985,1
864984,95076,2
823462,95154,1
823462,95222,1
823462,95312,1
823462,95386,1
823462,95472,1
823462,95543,1
880628,95589,1
880628,95632,1
643457,95682,3
822240,95707,1
410899,95751,1
712332,95790,1
9821619,95803,1
823462,95861,1
510028,95934,1
835737,95962,1
540416,96032,2
823462,96096,1
823462,96178,1
823462,96257,1
823462,96348,1
823462,96432,1
880068,96511,1
823462,96585,1
823462,96646,1
745154,96691,2
823462,96730,1
374684,96796,3
823462,96855,1
211203,96920,1
823462,96977,1
466166,97049,1
823462,97082,1
823462,97157,1
823462,97227,1
823462,97322,1
878414,97407,1
823462,97487,1
548775,97546,2
823462,97613,1
823462,97448,1
823462,97515,1
501440,97585,2
833728,97650,1
642489,97671,1
814486,97735,1
825790,97779,1
823462,97857,1
823462,97920,1
106909,97966,1
823462,98040,1
511788,98098,1
823462,98156,1
823462,98241,1
823462,98331,1
823462,98412,1
823462,98491,1
823462,98557,1
823462,98607,1
823462,98651,1
614450,98716,3
823462,98773,1
9821619,98835,1
831464,98853,1
823462,98917,1
823462,98995,1
823462,99072,1
823462,99146,1
823462,99222,1
823462,99317,1
823462,75583,1
823462,75650,1
9871958,75703,2
688542,75747,3
823462,75811,1
867827,75844,2
124777,75877,6
538152,75915,1
113956,75937,1
294792,75987,3
237094,76042,1
804708,76090,2
9659129,76143,4
468163,76201,5
820042,76241,1
823462,76296,1
823462,76348,1
823462,76414,1
823462,76497,1
823462,76581,1
823462,76650,1
692446,76717,2
211203,76727,1
823462,76786,1
823462,76821,1
419493,76876,2
778341,76918,3
439327,76948,3
823462,77003,1
823462,77072,1
823462,77116,1
823462,77190,1
823462,77248,1
476715,77277,1
823462,77313,1
512097,77382,1
823462,77453,1
823462,77536,1
497171,77610,1
441873,77671,5
713626,77733,2
823462,77776,1
289085,77823,2
357817,77853,2
609158,77884,1
823462,77911,1
661233,77950,1
218056,77976,1
823462,78011,1
823462,78070,1
340289,78119,1
675943,78176,6
823462,78249,1
823462,78302,1
823462,78355,1
823462,78445,1
823462,78535,1
823462,78591,1
823462,78674,1
823462,78715,1
823462,78771,1
882188,78818,1
823462,78872,1
823462,78915,1
823462,78956,1
455722,78965,2
614295,78988,1
520809,79016,1
835076,79073,3
701932,79143,1
109174,79225,4
823462,79261,1
823462,79320,1
823462,79394,1
823462,79483,1
823462,79568,1
823462,79643,1
823462,79713,1
552710,79752,1
819700,79775,1
211203,79797,1
740082,79849,1
633399,79895,1
673509,79935,1
823462,79997,1
327480,80048,2
705583,80122,6
823462,80176,1
823462,80252,1
823462,80337,1
823462,80392,1
823462,80449,1
823462,80497,1
823462,80582,1
823462,80662,1
823462,80709,1
211203,80784,1
823462,80835,1
790235,80876,2
705153,80899,2
705153,80915,2
823462,80949,1
211203,80998,1
820762,81048,2
823462,81117,1
823462,81197,1
823462,81275,1
823462,81341,1
823462,81421,1
823462,81498,1
823462,81588,1
300211,81648,1
116256,81708,1
695380,81760,4
823462,81802,1
823462,81844,1
823462,81885,1
823462,81934,1
823462,82005,1
823462,82064,1
615753,82117,1
823462,82190,1
823462,82250,1
823462,82335,1
823462,82415,1
211203,82483,1
823462,82553,1
823462,82631,1
880694,97671,1
823462,97694,1
823462,97754,1
823462,97810,1
823462,97892,1
798852,97954,5
823462,98005,1
847105,98078,1
823462,98110,1
823462,98195,1
823462,98285,1
429298,98375,1
823462,98450,1
799938,98523,1
782437,98574,2
692247,98639,1
880292,98683,2
823462,98749,1
823462,98804,1
215418,98848,2
823462,98881,1
823462,98948,1
814588,99033,1
823462,99102,1
823462,99176,1
823462,99266,1
823462,99356,1
823462,75582,1
211203,75649,1
9874997,75703,3
823462,75746,1
823462,75810,1
708035,75844,2
211203,75876,1
618570,75915,1
561670,75937,1
823462,75986,1
801658,76041,1
823462,76089,1
823462,76142,1
9873331,76201,1
823462,76240,1
823462,76295,1
823462,76347,1
823462,76413,1
823462,76491,1
823462,76580,1
823462,76649,1
306788,76717,2
823462,76721,1
823462,76785,1
823462,76820,1
605090,76875,1
615187,76918,2
665410,76948,2
823462,77002,1
823462,77071,1
823462,77115,1
823462,77189,1
823462,77247,1
750393,77277,4
823462,77312,1
308547,77382,1
823462,77452,1
823462,77530,1
512097,77610,1
815742,77671,2
673500,77733,2
823462,77775,1
211203,77822,1
306788,77853,1
609159,77884,2
823462,77910,1
547910,77949,4
662596,77976,1
822425,78010,3
823462,78069,1
847245,78113,1
823462,78170,1
789524,78243,2
823462,78296,1
823462,78354,1
823462,78444,1
823462,78534,1
